,v,vw,o,c,h,l,t,n
267,7111867.0,16.9382,16.97,16.6,17.28,16.575,2021-08-18,42974
268,11344998.0,15.9154,16.1614,16.0,16.5195,15.545,2021-08-19,65602
269,8940193.0,15.9997,15.82,16.07,16.15,15.71,2021-08-20,51625
270,11165325.0,17.178,16.66,17.29,17.375,16.66,2021-08-23,42540
271,8581748.0,17.847,17.6305,17.9,18.11,17.45,2021-08-24,34592
272,7324352.0,18.1029,17.93,18.13,18.26,17.63,2021-08-25,32771
273,5722352.0,17.7831,18.02,17.69,18.16,17.54,2021-08-26,30412
274,6669043.0,18.6009,17.91,18.74,18.82,17.91,2021-08-27,42516
275,6182217.0,18.7302,19.06,18.66,19.06,18.46,2021-08-30,38091
276,9325289.0,19.2748,18.49,19.48,19.62,18.45,2021-08-31,51053
277,7365088.0,19.0126,19.34,19.05,19.52,18.715,2021-09-01,43671
278,7494756.0,19.7824,19.2648,19.85,20.055,19.22,2021-09-02,46631
279,6764857.0,19.675,19.82,19.67,20.04,19.49,2021-09-03,28693
280,8299182.0,19.5055,19.41,19.53,19.8307,19.265,2021-09-07,38269
281,4783694.0,19.288,19.77,19.04,19.94,19.02,2021-09-08,31917
282,5977596.0,18.9706,18.83,18.93,19.32,18.6416,2021-09-09,41896
283,4974449.0,18.8565,19.21,18.69,19.32,18.68,2021-09-10,35142
284,7872729.0,19.8854,19.05,20.15,20.16,19.05,2021-09-13,50684
285,6564692.0,19.602,20.5,19.35,20.5302,19.22,2021-09-14,46879
286,8122782.0,20.3759,19.83,20.62,20.63,19.83,2021-09-15,51934
287,5479293.0,20.4617,20.63,20.49,20.7,20.225,2021-09-16,38545
288,6917607.0,20.1753,20.35,20.14,20.73,19.985,2021-09-17,30217
289,6853643.0,18.8929,19.38,18.91,19.4,18.525,2021-09-20,47970
290,6147562.0,18.8073,19.27,18.77,19.345,18.55,2021-09-21,42894
291,16377670.0,20.0883,19.16,20.12,20.505,19.16,2021-09-22,60246
292,14040837.0,21.341,20.17,21.54,21.6816,19.94,2021-09-23,66674
293,9071128.0,21.9196,21.37,21.91,22.17,21.15,2021-09-24,48674
294,17101344.0,23.1171,22.71,23.26,23.35,22.66,2021-09-27,82133
295,18722155.0,22.4201,23.58,21.69,23.78,21.61,2021-09-28,119151
296,10904258.0,21.2454,21.33,21.27,21.62,20.79,2021-09-29,67644
297,11618620.0,21.2631,20.76,21.43,21.737,20.53,2021-09-30,77033
298,10977123.0,21.8539,21.75,21.8,22.22,21.34,2021-10-01,67226
299,13521801.0,22.199,22.325,22.06,22.67,21.86,2021-10-04,70004
300,13250923.0,22.413,22.58,22.21,23.13,21.9198,2021-10-05,60109
301,9744832.0,22.0234,21.57,22.1,22.3,21.45,2021-10-06,65683
302,16379597.0,22.6695,22.3,22.8,23.14,21.97,2021-10-07,84538
303,19762274.0,24.0274,23.245,24.36,24.475,23.1749,2021-10-08,101295
304,13742216.0,24.6989,25.0965,24.42,25.329,24.325,2021-10-11,78366
305,10049354.0,24.7258,24.38,24.74,25.1,24.15,2021-10-12,64627
306,9086615.0,24.5646,24.25,24.61,24.98,23.8,2021-10-13,53260
307,11682243.0,25.8139,25.33,26.22,26.27,25.04,2021-10-14,79608
308,11901847.0,26.6383,26.658,26.37,27.02,26.3001,2021-10-15,71275
309,12258789.0,27.2304,26.8,26.93,28.18,26.665,2021-10-18,75329
310,8642758.0,27.091,27.2801,26.86,27.57,26.71,2021-10-19,55304
311,8128019.0,27.0038,26.42,27.45,27.565,26.26,2021-10-20,55659
312,8001626.0,27.0337,27.34,27.01,27.6,26.65,2021-10-21,54226
313,10649372.0,27.5681,27.2,27.68,27.85,27.08,2021-10-22,53626
314,9091231.0,28.365,28.28,28.22,28.7836,27.92,2021-10-25,62937
315,8633724.0,28.2921,28.6775,28.15,28.6775,28.02,2021-10-26,51349
316,11507124.0,27.4114,27.5,26.9,28.12,26.74,2021-10-27,63665
317,10172958.0,26.8411,26.85,27.08,27.18,26.44,2021-10-28,56069
318,7372027.0,26.2685,27.06,26.21,27.07,25.91,2021-10-29,52266
319,7418126.0,27.0634,26.925,27.17,27.33,26.505,2021-11-01,56284
320,6715376.0,27.2588,26.89,27.29,27.49,26.7,2021-11-02,55300
321,9250568.0,27.6233,27.0,27.63,28.03,26.91,2021-11-03,68200
322,17673078.0,29.1248,28.35,29.08,29.97,28.12,2021-11-04,123662
323,12499818.0,29.9308,30.14,29.9,30.34,29.1,2021-11-05,90019
324,8323011.0,30.7874,30.33,30.66,31.14,30.12,2021-11-08,60113
325,13452473.0,30.0277,30.6,30.01,30.95,29.605,2021-11-09,61075
326,8288502.0,29.1344,29.862,28.73,30.17,28.43,2021-11-10,56282
327,6266525.0,29.5306,28.92,29.41,29.905,28.89,2021-11-11,42806
328,6988673.0,29.4249,29.15,29.45,29.68,28.93,2021-11-12,35857
329,6317012.0,29.5042,29.12,29.61,29.925,29.08,2021-11-15,43700
330,9441003.0,29.8159,29.83,29.62,30.34,29.5,2021-11-16,51252
331,9608082.0,28.3664,29.4725,27.66,29.54,27.585,2021-11-17,67372
332,10886075.0,27.6902,27.58,27.58,28.335,26.935,2021-11-18,61680
333,12429050.0,26.0925,26.6,26.0,27.01,25.65,2021-11-19,85225
334,11657932.0,26.6456,26.06,26.53,27.355,25.92,2021-11-22,66423
335,10604527.0,28.0197,27.18,28.47,28.5,27.07,2021-11-23,63920
336,8531584.0,28.6898,27.97,28.61,29.21,27.97,2021-11-24,37821
337,8469035.0,25.807,26.35,26.24,26.55,25.07,2021-11-26,58854
338,9203235.0,26.8775,27.425,26.83,27.6799,26.35,2021-11-29,60768
339,12519291.0,25.7358,25.25,25.77,26.51,25.03,2021-11-30,87402
340,11200459.0,25.9783,26.855,25.25,27.17,25.2,2021-12-01,76149
341,11459614.0,25.914,25.21,26.18,26.335,24.77,2021-12-02,74078
342,14816250.0,25.7193,26.71,25.58,26.97,25.2792,2021-12-03,76296
343,8350657.0,25.96,26.38,25.85,26.475,25.33,2021-12-06,57908
344,7865452.0,26.9576,26.42,26.89,27.46,26.3,2021-12-07,56060
345,7695410.0,26.7504,26.89,26.63,27.2,26.605,2021-12-08,43488
346,10568176.0,26.1101,26.225,26.03,26.49,25.945,2021-12-09,42531
347,8941472.0,26.3468,26.53,26.67,26.81,25.8,2021-12-10,54211
348,10501594.0,25.5108,26.34,25.28,26.58,25.16,2021-12-13,58293
349,7080145.0,25.1442,24.79,24.95,25.71,24.65,2021-12-14,47013
350,7724597.0,24.4719,24.855,25.1,25.225,23.67,2021-12-15,54142
351,8682236.0,25.1191,25.55,24.79,25.84,24.555,2021-12-16,51648
352,16749596.0,24.4102,24.31,24.38,24.925,23.94,2021-12-17,57277
353,7124007.0,23.5019,23.4,23.94,23.975,22.94,2021-12-20,44968
354,5777146.0,25.1109,24.51,25.34,25.395,24.49,2021-12-21,40521
